,timestamp,topic,x,dx,y,dy,z,dz,roll,pitch,yaw,p,q,r
,1772303609.773494,/drone1/odom,0,0,0,0,0.994502,-0.3234,0,0,0,0,0,0
,1772303609.807550,/drone1/odom,0,0,0,0,0.977676,-0.6566,0,0,0,0,0,0
,1772303609.841419,/drone1/odom,0,0,0,0,0.94952,-0.9898,0,0,0,0,0,0
,1772303609.874393,/drone1/odom,0,0,0,0,0.910036,-1.323,0,0,0,0,0,0
,1772303609.907234,/drone1/odom,0,0,0,0,0.859223,-1.6562,0,0,0,0,0,0
,1772303609.940293,/drone1/odom,0,0,0,0,0.797081,-1.9894,0,0,0,0,0,0
,1772303609.973850,/drone1/odom,0,0,0,0,0.723611,-2.3226,0,0,0,0,0,0
,1772303610.007654,/drone1/odom,0,0,0,0,0.638811,-2.6558,0,0,0,0,0,0
,1772303610.041142,/drone1/odom,0,0,0,0,0.542683,-2.989,0,0,0,0,0,0
,1772303610.075216,/drone1/odom,0,0,0,0,0.435226,-3.3222,0,0,0,0,0,0
,1772303610.108923,/drone1/odom,0,0,0,0,0.31644,-3.6554,0,0,0,0,0,0
,1772303610.145474,/drone1/odom,0,0,0,0,0.186326,-3.9886,0,0,0,0,0,0
,1772303610.178768,/drone1/odom,0,0,0,0,0.0448822,-4.3218,0,0,0,0,0,0
,1772303610.213327,/drone1/odom,7.79787e-15,5.39645e-13,1.1858e-14,2.00453e-14,0.025,4.89869e-12,-1.91076e-14,1.04527e-14,-1.30965e-14,-3.60553e-16,2.05407e-11,1.1087e-13
,1772303610.246843,/drone1/odom,7.79787e-15,5.39644e-13,1.25392e-14,2.00442e-14,0.025,4.89869e-12,-1.91075e-14,1.04527e-14,-1.30966e-14,-3.1746e-16,2.05407e-11,1.1087e-13
,1772303610.280302,/drone1/odom,7.79787e-15,5.39645e-13,1.32205e-14,2.00444e-14,0.025,4.89869e-12,-1.91075e-14,1.04527e-14,-1.30967e-14,-3.24839e-16,2.05407e-11,1.1087e-13
